state, county, staffed_beds, licensed_beds, icu_beds
AK,Anchorage,1077.0,1014.0,60.0
AK,Bethel,34.0,50.0,0.0
AK,Dillingham,16.0,16.0,0.0
AK,Fairbanks North Star,145.0,152.0,13.0
AK,Juneau,45.0,73.0,9.0
AK,Kenai Peninsula,76.0,77.0,6.0
AK,Ketchikan Gateway,25.0,25.0,4.0
AK,Kodiak Island,24.0,25.0,0.0
AK,Matanuska Susitna,74.0,74.0,14.0
AK,Nome,18.0,18.0,0.0
AK,North Slope,20.0,14.0,0.0
AK,Northwest Arctic,17.0,17.0,0.0
AK,Petersburg,12.0,12.0,0.0
AK,Sitka,25.0,27.0,0.0
AK,Valdez Cordova,24.0,24.0,0.0
AK,Wrangell,8.0,8.0,0.0
AL,Autauga,55.0,85.0,6.0
AL,Baldwin,362.0,410.0,44.0
AL,Barbour,30.0,74.0,5.0
AL,Bibb,25.0,35.0,0.0
AL,Blount,25.0,40.0,6.0
AL,Bullock,30.0,61.0,0.0
AL,Butler,44.0,72.0,7.0
AL,Calhoun,413.0,486.0,24.0
AL,Chambers,0.0,115.0,0.0
AL,Cherokee,45.0,60.0,0.0
AL,Chilton,26.0,30.0,6.0
AL,Choctaw,25.0,25.0,0.0
AL,Clarke,56.0,85.0,0.0
AL,Clay,46.0,53.0,4.0
AL,Coffee,99.0,131.0,7.0
AL,Colbert,300.0,363.0,22.0
AL,Conecuh,44.0,58.0,0.0
AL,Covington,128.0,187.0,13.0
AL,Crenshaw,57.0,93.0,0.0
AL,Cullman,185.0,185.0,12.0
AL,Dale,77.0,89.0,6.0
AL,Dallas,109.0,175.0,23.0
AL,De Kalb,97.0,134.0,12.0
AL,Elmore,70.0,138.0,5.0
AL,Escambia,95.0,142.0,14.0
AL,Etowah,590.0,739.0,40.0
AL,Fayette,45.0,61.0,8.0
AL,Franklin,74.0,125.0,7.0
AL,Geneva,73.0,83.0,6.0
AL,Greene,20.0,20.0,0.0
AL,Hale,28.0,39.0,0.0
AL,Houston,769.0,782.0,66.0
AL,Jackson,92.0,170.0,10.0
AL,Jefferson,3945.0,4750.0,281.0
AL,Lauderdale,233.0,358.0,36.0
AL,Lawrence,43.0,98.0,6.0
AL,Lee,372.0,314.0,20.0
AL,Limestone,97.0,102.0,10.0
AL,Macon,143.0,143.0,0.0
AL,Madison,1280.0,1241.0,58.0
AL,Marengo,37.0,99.0,5.0
AL,Marion,97.0,120.0,8.0
AL,Marshall,240.0,240.0,20.0
AL,Mobile,1490.0,1929.0,76.0
AL,Monroe,49.0,94.0,8.0
AL,Montgomery,1018.0,1226.0,58.0
AL,Morgan,320.0,393.0,23.0
AL,Pike,97.0,97.0,9.0
AL,Randolph,15.0,0.0,0.0
AL,Russell,105.0,128.0,8.0
AL,Saint Clair,40.0,40.0,6.0
AL,Shelby,246.0,286.0,32.0
AL,Sumter,33.0,33.0,0.0
AL,Talladega,207.0,285.0,14.0
AL,Tallapoosa,80.0,127.0,6.0
AL,Tuscaloosa,981.0,1087.0,52.0
AL,Walker,207.0,267.0,12.0
AL,Washington,15.0,25.0,0.0
AL,Wilcox,21.0,30.0,0.0
AL,Winston,49.0,59.0,4.0
AR,Arkansas,74.0,74.0,0.0
AR,Ashley,25.0,33.0,6.0
AR,Baxter,170.0,268.0,17.0
AR,Benton,439.0,524.0,30.0
AR,Boone,120.0,174.0,24.0
AR,Bradley,25.0,33.0,0.0
AR,Carroll,40.0,40.0,0.0
AR,Chicot,35.0,25.0,0.0
AR,Clark,25.0,25.0,0.0
AR,Clay,25.0,25.0,0.0
AR,Cleburne,25.0,25.0,0.0
AR,Columbia,30.0,49.0,6.0
AR,Conway,25.0,25.0,0.0
AR,Craighead,553.0,666.0,66.0
AR,Crawford,35.0,103.0,8.0
AR,Crittenden,63.0,52.0,0.0
AR,Cross,15.0,25.0,0.0
AR,Dallas,22.0,25.0,0.0
AR,Desha,50.0,50.0,0.0
AR,Drew,49.0,49.0,5.0
AR,Faulkner,355.0,371.0,25.0
AR,Franklin,25.0,25.0,0.0
AR,Fulton,25.0,25.0,0.0
AR,Garland,423.0,522.0,41.0
AR,Greene,114.0,129.0,8.0
AR,Hempstead,67.0,0.0,8.0
AR,Hot Spring,64.0,72.0,6.0
AR,Howard,20.0,20.0,0.0
AR,Independence,184.0,224.0,12.0
AR,Izard,25.0,25.0,0.0
AR,Jackson,133.0,133.0,0.0
AR,Jefferson,271.0,471.0,34.0
AR,Johnson,57.0,90.0,8.0
AR,Lawrence,25.0,25.0,0.0
AR,Little River,25.0,25.0,0.0
AR,Logan,40.0,41.0,0.0
AR,Miller,50.0,62.0,0.0
AR,Mississippi,124.0,25.0,5.0
AR,Ouachita,82.0,98.0,8.0
AR,Phillips,127.0,155.0,6.0
AR,Polk,41.0,65.0,6.0
AR,Pope,137.0,170.0,11.0
AR,Pulaski,3570.0,3887.0,144.0
AR,Randolph,32.0,50.0,2.0
AR,Saint Francis,56.0,118.0,6.0
AR,Saline,207.0,257.0,16.0
AR,Scott,24.0,24.0,0.0
AR,Sebastian,803.0,983.0,69.0
AR,Stone,25.0,25.0,0.0
AR,Union,111.0,166.0,16.0
AR,Van Buren,25.0,25.0,0.0
AR,Washington,900.0,1083.0,61.0
AR,White,465.0,465.0,13.0
AR,Yell,55.0,66.0,0.0
AS,American Samoa,120.0,0.0,0.0
AZ,Apache,162.0,50.0,0.0
AZ,Cochise,135.0,160.0,12.0
AZ,Coconino,396.0,381.0,41.0
AZ,Gila,58.0,196.0,8.0
AZ,Graham,49.0,49.0,0.0
AZ,La Paz,42.0,42.0,3.0
AZ,Maricopa,10040.0,10105.0,715.0
AZ,Mohave,551.0,610.0,80.0
AZ,Navajo,176.0,170.0,12.0
AZ,Pima,3108.0,3206.0,287.0
AZ,Pinal,262.0,214.0,24.0
AZ,Santa Cruz,25.0,25.0,0.0
AZ,Yavapai,374.0,364.0,39.0
AZ,Yuma,447.0,51.0,42.0
CA,Alameda,3633.0,2939.0,323.0
CA,Amador,52.0,52.0,6.0
CA,Butte,471.0,157.0,43.0
CA,Calaveras,25.0,48.0,0.0
CA,Contra Costa,1636.0,1624.0,163.0
CA,Del Norte,39.0,49.0,6.0
CA,El Dorado,189.0,174.0,28.0
CA,Fresno,3056.0,1750.0,141.0
CA,Glenn,15.0,47.0,0.0
CA,Humboldt,233.0,260.0,20.0
CA,Imperial,268.0,268.0,28.0
CA,Inyo,29.0,29.0,4.0
CA,Kern,1618.0,1330.0,137.0
CA,Kings,142.0,173.0,22.0
CA,Lake,50.0,62.0,8.0
CA,Lassen,25.0,38.0,0.0
CA,Los Angeles,22916.0,21234.0,2004.0
CA,Madera,464.0,464.0,52.0
CA,Marin,441.0,441.0,30.0
CA,Mariposa,18.0,18.0,0.0
CA,Mendocino,161.0,142.0,14.0
CA,Merced,242.0,226.0,24.0
CA,Modoc,20.0,20.0,0.0
CA,Mono,17.0,17.0,2.0
CA,Monterey,709.0,747.0,47.0
CA,Napa,318.0,359.0,48.0
CA,Nevada,129.0,139.0,10.0
CA,Orange,5985.0,5134.0,629.0
CA,Placer,693.0,732.0,70.0
CA,Plumas,42.0,44.0,0.0
CA,Riverside,3564.0,3583.0,365.0
CA,Sacramento,3530.0,2843.0,262.0
CA,San Benito,49.0,49.0,8.0
CA,San Bernardino,6383.0,3628.0,350.0
CA,San Diego,7504.0,6861.0,540.0
CA,San Francisco,2947.0,2397.0,293.0
CA,San Joaquin,1334.0,1192.0,110.0
CA,San Luis Obispo,1685.0,451.0,54.0
CA,San Mateo,2161.0,1600.0,110.0
CA,Santa Barbara,631.0,815.0,62.0
CA,Santa Clara,4395.0,3805.0,283.0
CA,Santa Cruz,354.0,358.0,22.0
CA,Shasta,571.0,581.0,81.0
CA,Siskiyou,50.0,61.0,8.0
CA,Solano,1006.0,678.0,92.0
CA,Sonoma,824.0,732.0,82.0
CA,Stanislaus,1380.0,1378.0,74.0
CA,Sutter,30.0,14.0,0.0
CA,Tehama,65.0,76.0,8.0
CA,Trinity,25.0,25.0,0.0
CA,Tulare,746.0,624.0,65.0
CA,Tuolumne,84.0,140.0,6.0
CA,Ventura,1456.0,1371.0,153.0
CA,Yolo,125.0,125.0,14.0
CA,Yuba,149.0,221.0,24.0
CO,Adams,1362.0,1434.0,161.0
CO,Alamosa,49.0,49.0,6.0
CO,Arapahoe,1156.0,1329.0,127.0
CO,Archuleta,11.0,11.0,0.0
CO,Baca,15.0,23.0,0.0
CO,Boulder,665.0,816.0,66.0
CO,Broomfield,92.0,100.0,20.0
CO,Chaffee,25.0,25.0,2.0
CO,Cheyenne,11.0,25.0,0.0
CO,Conejos,17.0,17.0,0.0
CO,Delta,49.0,49.0,6.0
CO,Denver,2030.0,2040.0,208.0
CO,Douglas,691.0,611.0,54.0
CO,Eagle,56.0,56.0,5.0
CO,El Paso,1497.0,921.0,91.0
CO,Fremont,25.0,25.0,4.0
CO,Garfield,53.0,103.0,5.0
CO,Grand,23.0,25.0,0.0
CO,Gunnison,20.0,24.0,0.0
CO,Huerfano,16.0,20.0,0.0
CO,Jefferson,496.0,653.0,46.0
CO,Kiowa,25.0,25.0,0.0
CO,Kit Carson,19.0,19.0,0.0
CO,La Plata,94.0,94.0,11.0
CO,Lake,8.0,25.0,0.0
CO,Larimer,560.0,554.0,43.0
CO,Las Animas,25.0,25.0,0.0
CO,Lincoln,15.0,15.0,0.0
CO,Logan,25.0,25.0,4.0
CO,Mesa,399.0,454.0,30.0
CO,Moffat,25.0,25.0,0.0
CO,Montezuma,25.0,25.0,4.0
CO,Montrose,50.0,75.0,8.0
CO,Morgan,61.0,75.0,6.0
CO,Otero,0.0,25.0,0.0
CO,Phillips,40.0,40.0,0.0
CO,Pitkin,25.0,25.0,4.0
CO,Prowers,25.0,25.0,0.0
CO,Pueblo,494.0,1207.0,17.0
CO,Rio Blanco,35.0,35.0,0.0
CO,Rio Grande,17.0,17.0,0.0
CO,Routt,39.0,39.0,4.0
CO,Sedgwick,9.0,15.0,0.0
CO,Summit,34.0,35.0,8.0
CO,Teller,15.0,15.0,0.0
CO,Weld,427.0,581.0,22.0
CO,Yuma,30.0,15.0,0.0
CT,Fairfield,1789.0,0.0,157.0
CT,Hartford,3278.0,867.0,216.0
CT,Litchfield,242.0,0.0,21.0
CT,Middlesex,736.0,0.0,24.0
CT,New Haven,2502.0,0.0,110.0
CT,New London,419.0,0.0,22.0
CT,Tolland,209.0,0.0,16.0
CT,Windham,148.0,0.0,6.0
DC,District Of Columbia,3077.0,4143.0,237.0
DE,Kent,414.0,88.0,29.0
DE,New Castle,1956.0,1448.0,93.0
DE,Sussex,507.0,349.0,18.0
FL,Alachua,2263.0,1598.0,66.0
FL,Baker,81.0,1163.0,0.0
FL,Bay,676.0,722.0,77.0
FL,Bradford,25.0,49.0,0.0
FL,Brevard,1867.0,1685.0,157.0
FL,Broward,5791.0,6482.0,525.0
FL,Calhoun,15.0,25.0,0.0
FL,Charlotte,595.0,699.0,51.0
FL,Citrus,332.0,332.0,40.0
FL,Clay,459.0,503.0,42.0
FL,Collier,1134.0,982.0,58.0
FL,Columbia,456.0,190.0,27.0
FL,Desoto,49.0,49.0,8.0
FL,Duval,3647.0,3831.0,351.0
FL,Escambia,1384.0,1648.0,85.0
FL,Flagler,99.0,99.0,18.0
FL,Franklin,25.0,25.0,0.0
FL,Gadsden,24.0,949.0,0.0
FL,Gulf,19.0,19.0,0.0
FL,Hardee,25.0,25.0,0.0
FL,Hendry,25.0,25.0,3.0
FL,Hernando,670.0,670.0,44.0
FL,Highlands,292.0,335.0,38.0
FL,Hillsborough,4069.0,4315.0,411.0
FL,Holmes,20.0,20.0,0.0
FL,Indian River,511.0,566.0,40.0
FL,Jackson,66.0,100.0,7.0
FL,Lake,1060.0,1100.0,118.0
FL,Lee,1698.0,1819.0,141.0
FL,Leon,822.0,1208.0,50.0
FL,Madison,25.0,25.0,0.0
FL,Manatee,867.0,895.0,98.0
FL,Marion,887.0,963.0,110.0
FL,Martin,466.0,478.0,57.0
FL,Miami Dade,9456.0,9381.0,540.0
FL,Monroe,129.0,143.0,14.0
FL,Nassau,54.0,62.0,0.0
FL,Okaloosa,441.0,436.0,51.0
FL,Okeechobee,100.0,100.0,8.0
FL,Orange,5568.0,4520.0,334.0
FL,Osceola,802.0,955.0,66.0
FL,Palm Beach,4144.0,4179.0,389.0
FL,Pasco,1312.0,1272.0,130.0
FL,Pinellas,3475.0,3923.0,276.0
FL,Polk,1641.0,1793.0,127.0
FL,Putnam,99.0,99.0,10.0
FL,Saint Johns,335.0,335.0,47.0
FL,Saint Lucie,728.0,861.0,54.0
FL,Santa Rosa,294.0,355.0,16.0
FL,Sarasota,1277.0,1532.0,118.0
FL,Seminole,879.0,934.0,38.0
FL,Sumter,40.0,40.0,0.0
FL,Suwannee,25.0,25.0,0.0
FL,Taylor,48.0,48.0,6.0
FL,Union,145.0,145.0,0.0
FL,Volusia,1514.0,1574.0,105.0
FL,Walton,112.0,126.0,28.0
FL,Washington,25.0,59.0,0.0
GA,Appling,34.0,49.0,3.0
GA,Bacon,25.0,25.0,4.0
GA,Baldwin,280.0,140.0,12.0
GA,Barrow,56.0,56.0,6.0
GA,Bartow,119.0,119.0,21.0
GA,Ben Hill,48.0,75.0,5.0
GA,Berrien,51.0,63.0,0.0
GA,Bibb,992.0,1142.0,115.0
GA,Bleckley,15.0,25.0,0.0
GA,Brooks,25.0,25.0,0.0
GA,Bulloch,182.0,189.0,24.0
GA,Burke,40.0,40.0,0.0
GA,Butts,25.0,25.0,0.0
GA,Camden,40.0,40.0,5.0
GA,Candler,25.0,25.0,6.0
GA,Carroll,197.0,303.0,18.0
GA,Catoosa,36.0,19.0,0.0
GA,Chatham,1354.0,1502.0,62.0
GA,Cherokee,114.0,105.0,0.0
GA,Clarke,564.0,597.0,92.0
GA,Clayton,319.0,416.0,34.0
GA,Clinch,15.0,25.0,0.0
GA,Cobb,1243.0,1278.0,81.0
GA,Coffee,86.0,88.0,10.0
GA,Colquitt,127.0,158.0,10.0
GA,Cook,33.0,60.0,0.0
GA,Coweta,250.0,186.0,23.0
GA,Crisp,65.0,73.0,16.0
GA,Dade,36.0,0.0,0.0
GA,Decatur,80.0,80.0,10.0
GA,Dekalb,1997.0,2227.0,278.0
GA,Dodge,40.0,94.0,6.0
GA,Dougherty,657.0,691.0,50.0
GA,Douglas,102.0,108.0,8.0
GA,Early,15.0,25.0,0.0
GA,Effingham,25.0,25.0,0.0
GA,Elbert,52.0,52.0,4.0
GA,Emanuel,45.0,72.0,8.0
GA,Evans,49.0,49.0,0.0
GA,Fannin,50.0,50.0,5.0
GA,Fayette,221.0,221.0,66.0
GA,Floyd,435.0,514.0,42.0
GA,Forsyth,304.0,304.0,24.0
GA,Franklin,56.0,56.0,8.0
GA,Fulton,3927.0,4992.0,519.0
GA,Glynn,401.0,401.0,0.0
GA,Gordon,69.0,69.0,8.0
GA,Grady,46.0,60.0,4.0
GA,Greene,25.0,25.0,0.0
GA,Gwinnett,945.0,931.0,70.0
GA,Habersham,53.0,53.0,4.0
GA,Hall,545.0,657.0,85.0
GA,Haralson,15.0,25.0,0.0
GA,Henry,215.0,215.0,0.0
GA,Houston,276.0,276.0,36.0
GA,Irwin,34.0,34.0,0.0
GA,Jackson,128.0,90.0,0.0
GA,Jasper,12.0,17.0,0.0
GA,Jeff Davis,25.0,25.0,4.0
GA,Jefferson,37.0,37.0,0.0
GA,Jenkins,15.0,25.0,0.0
GA,Lanier,25.0,25.0,0.0
GA,Laurens,145.0,190.0,16.0
GA,Liberty,64.0,25.0,0.0
GA,Lowndes,377.0,403.0,48.0
GA,Lumpkin,0.0,0.0,0.0
GA,Macon,22.0,49.0,0.0
GA,Mcduffie,25.0,25.0,0.0
GA,Meriwether,109.0,109.0,0.0
GA,Miller,25.0,25.0,0.0
GA,Mitchell,25.0,0.0,0.0
GA,Monroe,25.0,25.0,0.0
GA,Morgan,25.0,25.0,0.0
GA,Murray,29.0,42.0,0.0
GA,Muscogee,1627.0,1167.0,61.0
GA,Newton,94.0,101.0,10.0
GA,Paulding,112.0,112.0,8.0
GA,Peach,25.0,25.0,0.0
GA,Pickens,52.0,52.0,6.0
GA,Polk,25.0,25.0,0.0
GA,Pulaski,55.0,49.0,6.0
GA,Putnam,25.0,25.0,0.0
GA,Rabun,25.0,25.0,0.0
GA,Randolph,25.0,25.0,0.0
GA,Richmond,2160.0,2524.0,209.0
GA,Rockdale,138.0,138.0,16.0
GA,Screven,25.0,25.0,0.0
GA,Seminole,45.0,65.0,0.0
GA,Spalding,160.0,160.0,22.0
GA,Stephens,74.0,96.0,6.0
GA,Sumter,54.0,76.0,0.0
GA,Tattnall,25.0,25.0,0.0
GA,Thomas,226.0,264.0,35.0
GA,Tift,181.0,181.0,20.0
GA,Toombs,52.0,57.0,8.0
GA,Towns,25.0,25.0,0.0
GA,Troup,276.0,276.0,20.0
GA,Union,39.0,45.0,5.0
GA,Upson,87.0,115.0,28.0
GA,Walton,164.0,77.0,7.0
GA,Ware,134.0,231.0,10.0
GA,Washington,56.0,56.0,0.0
GA,Wayne,88.0,88.0,12.0
GA,Whitfield,246.0,282.0,26.0
GA,Wilkes,25.0,25.0,0.0
GA,Worth,25.0,25.0,0.0
GU,Guam,304.0,0.0,31.0
HI,Hawaii,296.0,531.0,24.0
HI,Honolulu,2716.0,2175.0,136.0
HI,Kauai,102.0,197.0,9.0
HI,Maui,247.0,366.0,20.0
IA,Adair,25.0,25.0,0.0
IA,Adams,22.0,22.0,0.0
IA,Allamakee,25.0,25.0,0.0
IA,Appanoose,25.0,45.0,3.0
IA,Audubon,25.0,25.0,0.0
IA,Benton,25.0,25.0,0.0
IA,Black Hawk,384.0,675.0,29.0
IA,Boone,25.0,42.0,0.0
IA,Bremer,37.0,50.0,0.0
IA,Buchanan,85.0,120.0,0.0
IA,Buena Vista,25.0,35.0,0.0
IA,Calhoun,25.0,25.0,2.0
IA,Carroll,66.0,116.0,6.0
IA,Cass,25.0,33.0,4.0
IA,Cerro Gordo,205.0,346.0,18.0
IA,Cherokee,61.0,83.0,0.0
IA,Chickasaw,8.0,18.0,0.0
IA,Clarke,25.0,25.0,0.0
IA,Clay,49.0,99.0,0.0
IA,Clayton,40.0,50.0,0.0
IA,Clinton,120.0,265.0,10.0
IA,Crawford,25.0,25.0,0.0
IA,Dallas,25.0,25.0,0.0
IA,Davis,25.0,25.0,0.0
IA,Decatur,11.0,25.0,0.0
IA,Delaware,25.0,25.0,0.0
IA,Des Moines,136.0,213.0,12.0
IA,Dickinson,44.0,49.0,0.0
IA,Dubuque,257.0,470.0,18.0
IA,Emmet,22.0,25.0,0.0
IA,Fayette,50.0,50.0,0.0
IA,Floyd,25.0,25.0,0.0
IA,Franklin,25.0,25.0,0.0
IA,Fremont,25.0,25.0,0.0
IA,Greene,25.0,25.0,0.0
IA,Grundy,25.0,80.0,0.0
IA,Guthrie,25.0,25.0,0.0
IA,Hamilton,25.0,25.0,0.0
IA,Hancock,25.0,25.0,0.0
IA,Hardin,19.0,35.0,0.0
IA,Harrison,25.0,25.0,0.0
IA,Henry,25.0,74.0,0.0
IA,Howard,18.0,19.0,0.0
IA,Humboldt,17.0,49.0,0.0
IA,Ida,25.0,25.0,0.0
IA,Iowa,25.0,25.0,0.0
IA,Jackson,25.0,25.0,0.0
IA,Jasper,48.0,68.0,0.0
IA,Jefferson,25.0,25.0,0.0
IA,Johnson,1152.0,1383.0,18.0
IA,Jones,22.0,22.0,0.0
IA,Keokuk,25.0,25.0,0.0
IA,Kossuth,24.0,25.0,0.0
IA,Lee,99.0,121.0,3.0
IA,Linn,495.0,994.0,36.0
IA,Lucas,25.0,25.0,0.0
IA,Lyon,11.0,0.0,0.0
IA,Madison,25.0,25.0,0.0
IA,Mahaska,25.0,33.0,0.0
IA,Marion,50.0,50.0,3.0
IA,Marshall,41.0,125.0,0.0
IA,Mitchell,25.0,25.0,0.0
IA,Monona,25.0,25.0,0.0
IA,Monroe,25.0,25.0,0.0
IA,Montgomery,25.0,25.0,8.0
IA,Muscatine,45.0,48.0,5.0
IA,Obrien,39.0,39.0,0.0
IA,Osceola,25.0,25.0,0.0
IA,Page,50.0,50.0,2.0
IA,Palo Alto,24.0,47.0,0.0
IA,Plymouth,25.0,25.0,0.0
IA,Pocahontas,25.0,25.0,0.0
IA,Polk,1869.0,1781.0,84.0
IA,Pottawattamie,255.0,514.0,29.0
IA,Poweshiek,49.0,49.0,5.0
IA,Ringgold,16.0,16.0,0.0
IA,Sac,25.0,25.0,0.0
IA,Scott,496.0,641.0,39.0
IA,Shelby,25.0,25.0,0.0
IA,Sioux,94.0,96.0,0.0
IA,Story,175.0,237.0,14.0
IA,Union,25.0,25.0,4.0
IA,Van Buren,25.0,25.0,0.0
IA,Wapello,88.0,217.0,11.0
IA,Washington,25.0,25.0,0.0
IA,Wayne,25.0,25.0,0.0
IA,Webster,46.0,200.0,8.0
IA,Winneshiek,25.0,25.0,0.0
IA,Woodbury,316.0,830.0,34.0
IA,Wright,47.0,47.0,0.0
ID,Ada,1405.0,1209.0,88.0
ID,Bannock,137.0,205.0,20.0
ID,Bear Lake,21.0,21.0,0.0
ID,Benewah,19.0,19.0,0.0
ID,Bingham,131.0,145.0,5.0
ID,Blaine,25.0,25.0,0.0
ID,Bonner,25.0,25.0,4.0
ID,Bonneville,267.0,332.0,35.0
ID,Boundary,20.0,20.0,0.0
ID,Butte,14.0,14.0,0.0
ID,Canyon,282.0,346.0,41.0
ID,Caribou,25.0,25.0,0.0
ID,Cassia,31.0,25.0,6.0
ID,Clearwater,78.0,83.0,0.0
ID,Elmore,21.0,25.0,0.0
ID,Franklin,20.0,20.0,0.0
ID,Gem,13.0,16.0,0.0
ID,Gooding,16.0,18.0,0.0
ID,Idaho,40.0,41.0,0.0
ID,Jerome,25.0,25.0,0.0
ID,Kootenai,401.0,403.0,55.0
ID,Latah,25.0,25.0,3.0
ID,Lemhi,18.0,18.0,0.0
ID,Madison,67.0,69.0,4.0
ID,Minidoka,16.0,25.0,0.0
ID,Nez Perce,110.0,145.0,9.0
ID,Oneida,11.0,11.0,0.0
ID,Power,10.0,10.0,0.0
ID,Shoshone,21.0,25.0,0.0
ID,Teton,13.0,13.0,0.0
ID,Twin Falls,186.0,224.0,30.0
ID,Valley,23.0,25.0,0.0
ID,Washington,19.0,25.0,0.0
IL,Adams,248.0,307.0,25.0
IL,Bond,32.0,42.0,0.0
IL,Boone,36.0,34.0,0.0
IL,Bureau,69.0,94.0,9.0
IL,Champaign,637.0,603.0,13.0
IL,Christian,47.0,47.0,0.0
IL,Clay,20.0,20.0,0.0
IL,Clinton,46.0,70.0,0.0
IL,Coles,82.0,149.0,0.0
IL,Cook,18615.0,18128.0,1299.0
IL,Crawford,25.0,63.0,0.0
IL,Dekalb,192.0,192.0,16.0
IL,Dewitt,15.0,25.0,0.0
IL,Dupage,2083.0,2253.0,241.0
IL,Edgar,25.0,25.0,0.0
IL,Effingham,133.0,133.0,10.0
IL,Fayette,29.0,110.0,4.0
IL,Ford,25.0,41.0,2.0
IL,Franklin,16.0,16.0,0.0
IL,Fulton,43.0,87.0,5.0
IL,Greene,25.0,25.0,0.0
IL,Grundy,89.0,89.0,8.0
IL,Hamilton,25.0,25.0,0.0
IL,Hancock,18.0,18.0,0.0
IL,Hardin,25.0,25.0,0.0
IL,Henry,50.0,86.0,3.0
IL,Iroquois,25.0,25.0,0.0
IL,Jackson,179.0,179.0,21.0
IL,Jefferson,171.0,181.0,22.0
IL,Jersey,46.0,65.0,4.0
IL,Jo Daviess,18.0,25.0,0.0
IL,Kane,1114.0,890.0,65.0
IL,Kankakee,460.0,500.0,18.0
IL,Knox,177.0,254.0,18.0
IL,La Salle,164.0,171.0,13.0
IL,Lake,975.0,1158.0,108.0
IL,Lawrence,25.0,25.0,0.0
IL,Lee,66.0,80.0,6.0
IL,Livingston,42.0,42.0,5.0
IL,Logan,25.0,25.0,0.0
IL,Macon,446.0,424.0,35.0
IL,Macoupin,50.0,50.0,0.0
IL,Madison,677.0,929.0,58.0
IL,Marion,107.0,149.0,9.0
IL,Mason,25.0,25.0,0.0
IL,Massac,25.0,25.0,0.0
IL,Mcdonough,45.0,60.0,7.0
IL,Mchenry,437.0,476.0,33.0
IL,Mclean,343.0,370.0,30.0
IL,Mercer,22.0,22.0,0.0
IL,Montgomery,50.0,50.0,0.0
IL,Morgan,93.0,131.0,9.0
IL,Ogle,17.0,16.0,4.0
IL,Peoria,1122.0,1226.0,95.0
IL,Perry,42.0,42.0,0.0
IL,Piatt,16.0,16.0,0.0
IL,Pike,25.0,35.0,0.0
IL,Randolph,171.0,75.0,0.0
IL,Richland,47.0,134.0,8.0
IL,Rock Island,480.0,510.0,27.0
IL,Saint Clair,556.0,736.0,42.0
IL,Saline,65.0,102.0,0.0
IL,Sangamon,1004.0,1012.0,83.0
IL,Schuyler,22.0,22.0,0.0
IL,Shelby,30.0,30.0,0.0
IL,Stephenson,100.0,100.0,8.0
IL,Tazewell,132.0,132.0,8.0
IL,Union,113.0,47.0,0.0
IL,Vermilion,179.0,198.0,12.0
IL,Wabash,25.0,25.0,4.0
IL,Warren,23.0,23.0,0.0
IL,Washington,22.0,50.0,0.0
IL,Wayne,25.0,55.0,4.0
IL,Whiteside,121.0,123.0,9.0
IL,Will,850.0,923.0,73.0
IL,Williamson,294.0,212.0,26.0
IL,Winnebago,932.0,936.0,90.0
IL,Woodford,25.0,25.0,0.0
IN,Adams,25.0,0.0,4.0
IN,Allen,2176.0,0.0,134.0
IN,Bartholomew,225.0,0.0,17.0
IN,Blackford,15.0,0.0,0.0
IN,Boone,68.0,0.0,8.0
IN,Cass,165.0,0.0,5.0
IN,Clark,253.0,0.0,22.0
IN,Clay,25.0,0.0,0.0
IN,Clinton,25.0,0.0,0.0
IN,Daviess,42.0,0.0,5.0
IN,Dearborn,102.0,0.0,8.0
IN,Decatur,25.0,0.0,0.0
IN,Dekalb,37.0,0.0,8.0
IN,Delaware,368.0,0.0,36.0
IN,Dubois,111.0,0.0,26.0
IN,Elkhart,338.0,0.0,35.0
IN,Floyd,269.0,236.0,16.0
IN,Fulton,25.0,0.0,4.0
IN,Gibson,25.0,0.0,5.0
IN,Grant,347.0,0.0,19.0
IN,Greene,25.0,0.0,5.0
IN,Hamilton,1033.0,0.0,25.0
IN,Hancock,73.0,0.0,24.0
IN,Harrison,25.0,0.0,4.0
IN,Hendricks,266.0,0.0,28.0
IN,Henry,48.0,0.0,10.0
IN,Howard,250.0,0.0,21.0
IN,Huntington,36.0,0.0,0.0
IN,Jackson,91.0,0.0,7.0
IN,Jasper,25.0,0.0,4.0
IN,Jay,25.0,0.0,0.0
IN,Jefferson,238.0,0.0,6.0
IN,Jennings,25.0,0.0,0.0
IN,Johnson,195.0,0.0,6.0
IN,Knox,99.0,0.0,30.0
IN,Kosciusko,88.0,0.0,14.0
IN,La Porte,278.0,0.0,34.0
IN,Lagrange,25.0,0.0,0.0
IN,Lake,2067.0,0.0,181.0
IN,Lawrence,50.0,0.0,6.0
IN,Madison,303.0,0.0,38.0
IN,Marion,4230.0,0.0,318.0
IN,Marshall,157.0,0.0,7.0
IN,Miami,25.0,0.0,4.0
IN,Monroe,357.0,0.0,24.0
IN,Montgomery,29.0,0.0,5.0
IN,Morgan,199.0,0.0,0.0
IN,Noble,47.0,0.0,0.0
IN,Orange,24.0,0.0,0.0
IN,Perry,25.0,0.0,4.0
IN,Porter,340.0,0.0,32.0
IN,Pulaski,25.0,0.0,0.0
IN,Putnam,25.0,0.0,6.0
IN,Randolph,25.0,0.0,0.0
IN,Ripley,25.0,0.0,7.0
IN,Rush,25.0,0.0,0.0
IN,Scott,25.0,0.0,4.0
IN,Shelby,46.0,0.0,6.0
