date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,cumulativePositiveTests,cumulativeNegativeTests,countryName,stateName,countyName,intervention,fips,lat,long,lastUpdatedDate
2020-06-22,0,2156,0,58,0,189,nan,nan,32,9449,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-06-23,0,2156,0,58,0,189,nan,nan,32,9526,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-06-24,0,2156,0,58,0,189,nan,nan,33,9613,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-06-25,0,2156,0,58,0,189,nan,nan,33,9711,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-06-26,0,2156,0,58,0,189,nan,nan,33,9822,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-06-27,0,2156,0,58,0,189,nan,nan,33,9947,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-06-28,0,2156,0,58,0,189,nan,nan,33,10089,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-06-29,0,2156,0,58,0,189,nan,nan,33,10249,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-06-30,0,2156,0,58,0,189,nan,nan,34,10430,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-01,0,2156,0,58,0,189,nan,nan,34,10634,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-02,0,2156,0,58,0,189,nan,nan,34,10865,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-03,0,2156,0,58,0,189,nan,nan,34,11126,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-04,1,2156,0,58,0,189,nan,nan,35,11421,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-05,1,2156,0,58,0,189,nan,nan,35,11755,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-06,1,2156,0,58,0,189,nan,nan,35,12130,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-07,1,2156,0,58,0,189,nan,nan,36,12554,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-08,1,2156,0,58,0,189,nan,nan,37,13034,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-09,1,2156,0,58,0,189,nan,nan,37,13576,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-10,2,2156,0,58,0,189,nan,nan,38,14187,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-11,2,2156,0,58,0,189,nan,nan,39,14878,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-12,2,2156,0,58,0,189,nan,nan,39,15657,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-13,2,2156,0,58,0,189,nan,nan,40,16537,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-14,3,2156,1,58,0,189,nan,nan,42,17530,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-15,3,2156,1,58,0,189,nan,nan,43,18649,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-16,4,2156,1,58,0,189,nan,nan,44,19911,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-17,4,2156,1,58,0,189,nan,nan,46,21335,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-18,5,2156,1,58,1,189,nan,nan,48,22939,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-19,6,2156,1,58,1,189,nan,nan,50,24746,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-20,6,2156,2,58,1,189,nan,nan,52,26782,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-21,7,2156,2,58,1,189,nan,nan,55,29073,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-22,8,2156,2,58,1,189,nan,nan,58,31652,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-23,9,2156,3,58,2,189,nan,nan,61,34551,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-24,11,2156,3,58,2,189,nan,nan,65,37808,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-25,12,2156,4,58,2,189,nan,nan,69,41469,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-26,14,2156,4,58,2,189,nan,nan,74,45587,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-27,16,2156,5,58,3,189,nan,nan,80,50189,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-28,18,2156,6,58,3,189,nan,nan,88,55342,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-29,20,2156,6,58,4,189,nan,nan,97,61104,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-30,23,2156,7,58,4,189,nan,nan,107,67542,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-07-31,26,2156,8,58,5,189,nan,nan,118,74722,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-01,29,2156,10,58,5,189,nan,nan,131,82719,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-02,33,2156,11,58,6,189,nan,nan,145,91608,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-03,37,2156,12,58,7,189,nan,nan,161,101470,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-04,41,2156,14,58,8,189,nan,nan,179,112389,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-05,46,2156,16,58,9,189,nan,nan,199,124447,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-06,51,2156,17,58,10,189,nan,nan,222,137730,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-07,57,2156,20,58,11,189,nan,nan,247,152314,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-08,64,2156,22,58,12,189,nan,nan,275,168264,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-09,71,2156,24,58,13,189,nan,nan,306,185656,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-10,78,2156,27,58,15,189,nan,nan,341,204559,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-11,87,2156,30,58,16,189,nan,nan,379,225005,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-12,96,2156,33,58,18,189,nan,nan,421,247032,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-13,105,2156,37,58,20,189,nan,nan,468,270633,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-14,115,2156,40,58,22,189,nan,nan,519,295808,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-15,126,2156,44,58,24,189,nan,nan,575,322496,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-16,137,2156,48,58,26,189,nan,nan,636,350639,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-17,148,2156,52,58,29,189,nan,nan,702,380129,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-18,160,2156,57,58,31,189,nan,nan,774,410833,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-19,173,2156,61,58,33,189,nan,nan,851,442586,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-20,185,2156,66,58,36,189,nan,nan,935,475204,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-21,197,2156,71,58,38,189,nan,nan,1024,508475,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-22,210,2156,75,58,41,189,nan,nan,1119,541968,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-23,222,2156,80,58,43,189,nan,nan,1221,576052,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-24,233,2156,84,58,45,189,nan,nan,1327,609905,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-25,244,2156,89,58,47,189,nan,nan,1440,643427,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-26,254,2156,93,58,50,189,nan,nan,1557,676427,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-27,264,2156,97,58,51,189,nan,nan,1680,708695,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-28,272,2156,100,58,53,189,nan,nan,1808,740043,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-29,279,2156,103,58,55,189,nan,nan,1951,770302,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-30,285,2156,106,58,56,189,nan,nan,2101,799333,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-08-31,290,2156,108,58,57,189,nan,nan,2254,827027,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-09-01,293,2156,110,58,58,189,nan,nan,2409,853304,,,US,Hawaii,,NO_INTERVENTION,15,19.60121157,-155.5210167,2020-06-03
2020-03-03,0,14057,0,241,0,548,nan,nan,0,8,,,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-04,0,14057,0,241,0,548,nan,nan,0,13,,,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-05,0,14057,0,241,0,548,nan,nan,0,20,,,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-06,0,14057,0,241,0,548,nan,nan,0,29,0,15,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-07,0,14057,0,241,0,548,nan,nan,0,40,0,15,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-08,0,14057,0,241,0,548,nan,nan,0,54,0,15,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-09,0,14057,0,241,0,548,1.5,4.0,0,71,3,26,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-10,0,14057,0,241,0,548,1.44,2.68,0,93,8,32,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-11,0,14057,0,241,0,548,1.38,2.24,0,121,13,46,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-12,0,14057,0,241,0,548,1.34,1.9799999999999998,0,156,14,67,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-13,0,14057,0,241,0,548,1.32,1.78,0,200,16,83,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-14,1,14057,0,241,0,548,1.3,1.64,0,256,17,83,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-15,1,14057,0,241,0,548,1.4,1.56,0,326,18,83,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-16,1,14057,0,241,0,548,1.48,1.46,0,415,22,83,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-17,2,14057,0,241,0,548,1.54,1.3399999999999999,0,526,23,83,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-18,3,14057,1,241,0,548,1.58,1.2199999999999998,0,666,29,83,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-19,3,14057,1,241,0,548,1.6,1.1199999999999997,0,843,38,83,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-20,4,14057,1,241,0,548,1.6800000000000002,1.0399999999999996,0,1064,45,642,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-21,6,14057,2,241,1,548,1.78,0.9600000000000002,0,1335,68,1049,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-22,7,14057,2,241,1,548,1.88,0.8799999999999999,0,1663,90,1215,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-23,9,14057,3,241,1,548,1.88,0.8000000000000003,1,2056,105,2043,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-24,12,14057,3,241,2,548,1.94,0.7200000000000002,1,2519,124,2315,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-25,14,14057,4,241,2,548,1.72,0.8600000000000001,1,3058,145,2578,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-26,17,14057,5,241,3,548,1.69,0.79,2,3679,179,2578,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-27,21,14057,7,241,4,548,1.67,0.75,2,4383,235,3740,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-28,25,14057,8,241,5,548,1.6400000000000001,0.6999999999999997,3,5172,298,4375,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-29,30,14057,9,241,6,548,1.6099999999999999,0.6499999999999999,4,6042,336,5013,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-30,35,14057,11,241,7,548,1.69,0.5100000000000002,5,6988,424,6162,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-03-31,40,14057,13,241,8,548,1.63,0.4900000000000002,6,7999,497,6888,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-04-01,46,14057,15,241,9,548,1.6,0.45999999999999996,7,9063,549,7304,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-04-02,52,14057,17,241,10,548,1.57,0.42999999999999994,9,10165,614,8054,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-04-03,58,14057,19,241,11,548,1.53,0.4099999999999999,10,11300,699,8754,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-04-04,64,14057,21,241,13,548,1.5,0.3799999999999999,12,12484,786,9454,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-04-05,70,14057,23,241,14,548,1.54,0.2999999999999998,14,13727,868,9973,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-04-06,76,14057,25,241,15,548,1.49,0.29000000000000004,16,15035,946,10653,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-04-07,82,14057,27,241,17,548,1.47,0.27,19,16414,1048,11670,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
2020-04-08,89,14057,29,241,18,548,1.44,0.30000000000000004,21,17868,1145,12821,US,Iowa,,NO_INTERVENTION,19,41.33075609,-94.47105874,2020-06-03
