date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,cumulativePositiveTests,cumulativeNegativeTests,countryName,stateName,countyName,intervention,fips,lat,long,lastUpdatedDate
2020-06-27,8949,19615,2120,805,1142,1871,nan,nan,14273,4002146,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-06-28,10235,19615,2413,805,1307,1871,nan,nan,14634,4242039,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-06-29,11627,19615,2733,805,1487,1871,nan,nan,15045,4498798,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-06-30,13106,19615,3076,805,1678,1871,nan,nan,15509,4769177,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-01,14640,19615,3437,805,1878,1871,nan,nan,16032,5047798,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-02,16218,19615,3812,805,2085,1871,nan,nan,16612,5332998,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-03,17778,19615,4189,805,2291,1871,nan,nan,17253,5616241,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-04,19286,19615,4561,805,2492,1871,nan,nan,17954,5893971,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-05,20703,19615,4919,805,2682,1871,nan,nan,18712,6161725,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-06,21984,19615,5253,805,2857,1871,nan,nan,19524,6415486,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-07,23102,19615,5557,805,3013,1871,nan,nan,20385,6652718,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-08,24031,19615,5823,805,3146,1871,nan,nan,21289,6871041,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-09,24746,19615,6047,805,3252,1871,nan,nan,22228,7069803,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-10,25237,19615,6224,805,3330,1871,nan,nan,23197,7248592,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-11,25502,19615,6352,805,3380,1871,nan,nan,24187,7407654,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-12,25546,19615,6432,805,3401,1871,nan,nan,25189,7547977,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-13,25382,19615,6465,805,3395,1871,nan,nan,26194,7671064,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-14,25026,19615,6453,805,3364,1871,nan,nan,27197,7778216,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-15,24494,19615,6399,805,3309,1871,nan,nan,28191,7870723,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-16,23826,19615,6309,805,3235,1871,nan,nan,29166,7951286,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-17,23021,19615,6185,805,3142,1871,nan,nan,30122,8019891,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-18,22117,19615,6033,805,3035,1871,nan,nan,31052,8078833,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-19,21138,19615,5858,805,2916,1871,nan,nan,31950,8129475,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-20,20106,19615,5664,805,2788,1871,nan,nan,32815,8172915,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-21,19050,19615,5458,805,2656,1871,nan,nan,33643,8210588,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-22,17961,19615,5238,805,2517,1871,nan,nan,34435,8241952,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-23,16881,19615,5013,805,2378,1871,nan,nan,35188,8269210,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-24,15815,19615,4785,805,2239,1871,nan,nan,35902,8292612,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-25,14770,19615,4555,805,2101,1871,nan,nan,36577,8312663,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-26,13756,19615,4327,805,1966,1871,nan,nan,37214,8329854,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-27,12779,19615,4102,805,1834,1871,nan,nan,37813,8344559,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-28,11845,19615,3881,805,1707,1871,nan,nan,38376,8357247,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-29,10958,19615,3667,805,1585,1871,nan,nan,38903,8368173,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-30,10118,19615,3460,805,1469,1871,nan,nan,39396,8377576,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-07-31,9328,19615,3260,805,1359,1871,nan,nan,39856,8385667,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-01,8587,19615,3069,805,1254,1871,nan,nan,40285,8392634,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-02,7894,19615,2886,805,1156,1871,nan,nan,40685,8398646,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-03,7250,19615,2712,805,1064,1871,nan,nan,41058,8403840,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-04,6651,19615,2546,805,977,1871,nan,nan,41404,8408328,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-05,6096,19615,2390,805,896,1871,nan,nan,41725,8412206,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-06,5584,19615,2241,805,821,1871,nan,nan,42023,8415558,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-07,5112,19615,2102,805,752,1871,nan,nan,42300,8418459,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-08,4678,19615,1970,805,687,1871,nan,nan,42557,8420971,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-09,4278,19615,1846,805,628,1871,nan,nan,42795,8423146,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-10,3912,19615,1730,805,572,1871,nan,nan,43015,8425029,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-11,3577,19615,1621,805,522,1871,nan,nan,43219,8426661,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-12,3270,19615,1518,805,475,1871,nan,nan,43408,8428076,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-13,2990,19615,1422,805,432,1871,nan,nan,43583,8429302,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-14,2733,19615,1333,805,393,1871,nan,nan,43745,8430366,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-15,2500,19615,1249,805,357,1871,nan,nan,43896,8431289,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-16,2287,19615,1170,805,324,1871,nan,nan,44035,8432090,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-17,2092,19615,1097,805,294,1871,nan,nan,44163,8432785,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-18,1915,19615,1029,805,267,1871,nan,nan,44283,8433388,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-19,1754,19615,965,805,242,1871,nan,nan,44393,8433912,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-20,1608,19615,905,805,219,1871,nan,nan,44496,8434366,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-21,1474,19615,849,805,198,1871,nan,nan,44591,8434762,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-22,1352,19615,797,805,179,1871,nan,nan,44679,8435105,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-23,1242,19615,748,805,162,1871,nan,nan,44761,8435404,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-24,1141,19615,703,805,147,1871,nan,nan,44837,8435664,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-25,1049,19615,660,805,132,1871,nan,nan,44908,8435889,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-26,965,19615,620,805,120,1871,nan,nan,44974,8436086,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-27,889,19615,583,805,108,1871,nan,nan,45035,8436256,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-28,819,19615,549,805,97,1871,nan,nan,45091,8436405,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-29,755,19615,515,805,88,1871,nan,nan,45137,8436534,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-30,695,19615,483,805,79,1871,nan,nan,45170,8436647,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-08-31,640,19615,451,805,71,1871,nan,nan,45196,8436746,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-09-01,589,19615,423,805,64,1871,nan,nan,45221,8436831,,,US,New Jersey,,NO_INTERVENTION,34,39.47538693,-74.65848483,2020-06-03
2020-03-05,0,4652,0,137,0,335,nan,nan,0,0,,,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-06,0,4652,0,137,0,335,nan,nan,0,4,0,16,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-07,0,4652,0,137,0,335,nan,nan,0,9,0,48,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-08,0,4652,0,137,0,335,nan,nan,0,15,0,48,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-09,0,4652,0,137,0,335,nan,nan,0,23,0,57,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-10,0,4652,0,137,0,335,nan,nan,0,33,0,69,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-11,0,4652,0,137,0,335,nan,nan,0,45,3,87,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-12,0,4652,0,137,0,335,1.5,4.0,0,61,5,155,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-13,0,4652,0,137,0,335,1.44,2.68,0,80,10,190,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-14,0,4652,0,137,0,335,1.6,2.32,0,105,10,237,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-15,0,4652,0,137,0,335,1.5,1.94,0,136,13,482,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-16,0,4652,0,137,0,335,1.55,1.7899999999999998,0,174,17,566,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-17,0,4652,0,137,0,335,1.5,1.56,0,223,23,1249,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-18,1,4652,0,137,0,335,1.52,1.46,0,285,28,2326,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-19,1,4652,0,137,0,335,1.52,1.3599999999999999,0,362,35,2762,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-20,1,4652,0,137,0,335,1.57,1.3099999999999998,0,459,43,3771,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-21,2,4652,0,137,0,335,1.5899999999999999,1.2300000000000004,0,580,57,3771,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-22,2,4652,0,137,0,335,1.58,1.1799999999999997,0,733,57,4722,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-23,3,4652,1,137,0,335,1.58,1.08,0,926,65,5321,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-24,4,4652,1,137,0,335,1.5899999999999999,1.0300000000000002,0,1168,83,5890,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-25,5,4652,1,137,1,335,1.6800000000000002,0.8599999999999999,0,1470,100,6742,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-26,7,4652,2,137,1,335,1.65,0.8300000000000001,1,1843,112,7681,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-27,8,4652,2,137,1,335,1.6,0.7599999999999998,1,2293,136,8377,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-28,11,4652,3,137,2,335,1.6,0.7399999999999998,1,2830,191,9196,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-29,13,4652,4,137,2,335,1.57,0.6899999999999997,2,3461,237,10769,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-30,16,4652,5,137,3,335,1.62,0.6200000000000001,2,4193,237,10942,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-03-31,20,4652,6,137,3,335,1.58,0.5800000000000001,3,5029,281,12246,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-01,24,4652,7,137,4,335,1.57,0.55,4,5968,315,12925,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-02,29,4652,9,137,5,335,1.5899999999999999,0.4700000000000002,5,7008,363,13648,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-03,34,4652,10,137,6,335,1.57,0.47,6,8141,403,14375,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-04,39,4652,12,137,7,335,1.53,0.44999999999999996,7,9355,495,15137,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-05,45,4652,14,137,8,335,1.5,0.43999999999999995,8,10617,543,16285,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-06,51,4652,16,137,10,335,1.52,0.3799999999999999,10,11946,624,18512,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-07,57,4652,18,137,11,335,1.48,0.3799999999999999,12,13277,686,21139,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-08,63,4652,20,137,12,335,1.45,0.3500000000000001,14,14606,794,21451,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-09,68,4652,22,137,13,335,1.4100000000000001,0.32999999999999985,16,15939,865,22942,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-10,74,4652,24,137,14,335,1.3900000000000001,0.32999999999999985,19,17294,1091,26007,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-11,79,4652,25,137,16,335,1.3900000000000001,0.29000000000000004,22,18678,1091,26007,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-12,84,4652,27,137,17,335,1.37,0.27,25,20097,1174,27518,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-13,89,4652,29,137,18,335,1.34,0.26,28,21553,1245,29270,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-14,94,4652,30,137,19,335,1.32,0.24,31,23048,1345,30625,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-15,98,4652,32,137,20,335,1.31,0.22999999999999998,35,24585,1407,31443,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-16,103,4652,33,137,21,335,1.29,0.22999999999999998,38,26163,1484,31910,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-17,107,4652,35,137,22,335,1.28,0.21999999999999997,42,27784,1597,32891,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-18,111,4652,36,137,23,335,1.27,0.22999999999999998,46,29450,1711,33902,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-19,115,4652,38,137,24,335,1.25,0.22999999999999998,50,31161,1798,34834,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-20,120,4652,39,137,25,335,1.25,0.22999999999999998,55,32918,1845,35197,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-21,124,4652,41,137,25,335,1.23,0.22999999999999998,59,34722,1971,36784,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-22,128,4652,42,137,26,335,1.23,0.22999999999999998,64,36575,2072,38805,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-23,132,4652,43,137,27,335,1.22,0.24,68,38476,2210,39022,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-24,136,4652,45,137,28,335,1.24,0.21999999999999997,73,40428,2379,44184,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-25,140,4652,46,137,29,335,1.22,0.21999999999999997,78,42431,2521,48989,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-26,145,4652,48,137,30,335,1.23,0.22999999999999998,84,44486,2660,51075,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-27,149,4652,49,137,31,335,1.22,0.24,89,46594,2726,53889,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-28,153,4652,51,137,32,335,1.22,0.21999999999999997,95,48757,2823,55980,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-29,158,4652,52,137,33,335,1.22,0.21999999999999997,100,50975,2974,58771,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-04-30,162,4652,54,137,34,335,1.2,0.21999999999999997,106,53248,3213,61872,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-01,167,4652,55,137,35,335,1.2,0.19999999999999996,112,55573,3411,64458,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-02,171,4652,57,137,36,335,1.18,0.21999999999999997,119,57937,3513,67605,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-03,176,4652,58,137,37,335,1.17,0.20999999999999996,125,60334,3732,71212,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-04,180,4652,60,137,38,335,1.16,0.19999999999999996,132,62755,3850,74127,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-05,185,4652,61,137,39,335,1.15,0.20999999999999996,138,65194,4031,77689,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-06,189,4652,63,137,40,335,1.13,0.2100000000000002,145,67643,4138,79113,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-07,193,4652,64,137,41,335,1.11,0.18999999999999995,153,70095,4291,81393,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-08,197,4652,65,137,42,335,1.09,0.18999999999999995,160,72542,4493,84539,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-09,201,4652,67,137,43,335,1.09,0.18999999999999995,167,74976,4673,88589,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-10,204,4652,68,137,43,335,1.08,0.17999999999999994,175,77391,4778,92275,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-11,207,4652,69,137,44,335,1.07,0.18999999999999995,182,79779,4863,97635,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-12,210,4652,70,137,45,335,1.05,0.18999999999999995,190,82136,5069,101652,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-13,212,4652,70,137,45,335,1.05,0.20999999999999996,198,84453,5212,105077,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-14,213,4652,71,137,46,335,1.05,0.18999999999999995,206,86726,5364,109647,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-15,215,4652,71,137,46,335,1.05,0.18999999999999995,214,88954,5503,114098,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-16,215,4652,72,137,46,335,1.04,0.19999999999999996,222,91142,5662,118796,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-17,216,4652,72,137,47,335,1.05,0.18999999999999995,230,93296,5857,122727,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-18,216,4652,72,137,47,335,1.05,0.18999999999999995,238,95417,5938,127315,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-19,215,4652,72,137,47,335,nan,nan,246,97507,6096,131524,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-20,215,4652,72,137,47,335,1.03,0.18999999999999995,254,99569,6192,136054,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-21,214,4652,71,137,47,335,1.02,0.19999999999999996,262,101602,6317,141027,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-22,212,4652,71,137,46,335,1.02,0.17999999999999994,271,103607,6472,146295,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-23,211,4652,71,137,46,335,1.02,0.17999999999999994,279,105584,6625,151758,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-24,209,4652,70,137,46,335,1.02,0.17999999999999994,286,107533,6795,162324,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-25,208,4652,69,137,46,335,1.01,0.16999999999999993,294,109455,6943,166538,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-26,206,4652,69,137,45,335,1.01,0.16999999999999993,302,111349,7026,170335,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-27,204,4652,68,137,45,335,1.01,0.16999999999999993,310,113216,7130,173516,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-28,202,4652,68,137,45,335,1.0,0.17999999999999994,318,115056,7252,172291,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-29,200,4652,67,137,44,335,1.0,0.17999999999999994,325,116870,7364,176180,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-30,197,4652,66,137,44,335,1.0,0.17999999999999994,333,118657,7493,180768,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-05-31,195,4652,65,137,43,335,1.0,0.17999999999999994,341,120417,7624,186823,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-06-01,193,4652,65,137,43,335,1.0,0.17999999999999994,348,122151,7689,191915,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-06-02,191,4652,64,137,43,335,nan,nan,355,123853,7800,195315,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-06-03,188,4652,63,137,42,335,nan,nan,363,125534,,,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-06-04,186,4652,62,137,42,335,nan,nan,370,127209,,,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-06-05,183,4652,61,137,41,335,nan,nan,377,128950,,,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-06-06,181,4652,61,137,41,335,nan,nan,384,130830,,,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-06-07,180,4652,60,137,40,335,nan,nan,391,132908,,,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-06-08,180,4652,60,137,40,335,nan,nan,398,135229,,,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-06-09,181,4652,60,137,41,335,nan,nan,405,137873,,,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-06-10,184,4652,61,137,41,335,nan,nan,412,140909,,,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-06-11,189,4652,63,137,42,335,nan,nan,419,144433,,,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-06-12,197,4652,65,137,43,335,nan,nan,426,148562,,,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
2020-06-13,208,4652,68,137,45,335,nan,nan,434,153465,,,US,New Mexico,,NO_INTERVENTION,35,35.05163625,-106.6703554,2020-06-03
